Acidez	Volatilidad	Citricidad	Azucar	pH	Alcohol	Cloruros	Sulfatos	Calidad
7.4	0.37	0.43	2.6	3.33	9.7	0.08199999999999999	0.68	6
8.8	0.64	0.17	2.9	3.23	9.6	0.084	0.54	5
7.1	0.61	0.02	2.5	3.48	9.7	0.081	0.6	6
7.7	0.6	0.0	2.6	3.38	10.8	0.055	0.56	5
10.1	0.27	0.54	2.3	3.17	12.5	0.065	0.53	6
10.8	0.89	0.3	2.6	2.99	10.2	0.132	1.18	5
8.7	0.46	0.31	2.5	3.1	9.6	0.126	0.74	5
9.3	0.37	0.44	1.6	3.24	10.8	0.038	0.81	7
9.4	0.5	0.34	3.6	3.29	10.7	0.08199999999999999	0.52	6
9.4	0.5	0.34	3.6	3.29	10.7	0.08199999999999999	0.52	6
7.2	0.61	0.08	4.0	3.25	9.4	0.08199999999999999	0.51	5
8.6	0.55	0.09	3.3	3.23	10.0	0.068	0.44	5
5.1	0.585	0.0	1.7	3.56	12.9	0.044000000000000004	0.94	7
7.7	0.56	0.08	2.5	3.24	9.6	0.114	0.66	6
8.4	0.52	0.22	2.7	3.26	9.9	0.084	0.57	6
8.2	0.28	0.4	2.4	3.33	12.8	0.052000000000000005	0.7	7
8.4	0.25	0.39	2.0	3.27	12.5	0.040999999999999995	0.71	7
8.2	0.28	0.4	2.4	3.33	12.8	0.052000000000000005	0.7	7
7.4	0.53	0.12	1.9	3.26	9.2	0.165	0.86	5
7.6	0.48	0.31	2.8	3.22	10.3	0.07	0.55	6
7.3	0.49	0.1	2.6	3.3	10.5	0.068	0.47	5
12.9	0.5	0.55	2.8	3.09	10.9	0.07200000000000001	0.68	6
10.8	0.45	0.33	2.5	3.24	10.8	0.099	0.71	5
6.9	0.39	0.24	2.1	3.44	11.4	0.102	0.58	4
12.6	0.41	0.54	2.8	3.21	11.3	0.10300000000000001	0.76	6
10.8	0.45	0.33	2.5	3.24	10.8	0.099	0.71	5
9.8	0.51	0.19	3.2	3.23	10.5	0.081	0.58	6
10.8	0.29	0.42	1.6	3.28	11.9	0.084	0.73	6
7.1	0.715	0.0	2.35	3.29	9.4	0.071	0.45	5
9.1	0.66	0.15	3.2	3.28	9.6	0.09699999999999999	0.54	5
7.0	0.685	0.0	1.9	3.34	9.7	0.099	0.6	5
4.9	0.42	0.0	2.1	3.71	14.0	0.048	0.74	7
6.7	0.54	0.13	2.0	3.61	9.8	0.076	0.64	5
6.7	0.54	0.13	2.0	3.61	9.8	0.076	0.64	5
7.1	0.48	0.28	2.8	3.24	10.3	0.068	0.53	5
7.1	0.46	0.14	2.8	3.36	10.7	0.076	0.49	5
7.5	0.27	0.34	2.3	3.4	11.0	0.05	0.64	7
7.1	0.46	0.14	2.8	3.36	10.7	0.076	0.49	5
7.8	0.57	0.09	2.3	3.46	12.7	0.065	0.74	8
5.9	0.61	0.08	2.1	3.56	11.1	0.071	0.77	6
7.5	0.685	0.07	2.5	3.38	10.9	0.057999999999999996	0.55	4
5.9	0.61	0.08	2.1	3.56	11.1	0.071	0.77	6
10.4	0.44	0.42	1.5	3.38	9.9	0.145	0.86	3
11.6	0.47	0.44	1.6	3.38	9.9	0.147	0.86	4
8.8	0.685	0.26	1.6	3.32	9.4	0.08800000000000001	0.47	5
7.6	0.665	0.1	1.5	3.39	9.3	0.066	0.51	5
6.7	0.28	0.28	2.4	3.26	11.7	0.012	0.39	7
6.7	0.28	0.28	2.4	3.26	11.7	0.012	0.39	7
10.1	0.31	0.35	1.6	3.24	11.2	0.075	0.83	7
6.0	0.5	0.04	2.2	3.46	10.0	0.092	0.47	5
11.1	0.42	0.47	2.65	3.24	12.1	0.085	0.77	7
6.6	0.66	0.0	3.0	3.45	10.3	0.115	0.63	5
10.6	0.5	0.45	2.6	3.23	10.9	0.11900000000000001	0.72	6
7.1	0.685	0.35	2.0	3.28	9.4	0.08800000000000001	0.62	5
9.9	0.25	0.46	1.7	3.18	10.6	0.062	0.83	6
6.4	0.64	0.21	1.8	3.59	9.8	0.081	0.66	5
6.4	0.64	0.21	1.8	3.59	9.8	0.081	0.66	5
7.4	0.68	0.16	1.8	3.5	9.9	0.078	0.7	6
6.4	0.64	0.21	1.8	3.59	9.8	0.081	0.66	5
6.4	0.63	0.21	1.6	3.58	9.8	0.08	0.66	5
9.3	0.43	0.44	1.9	3.28	9.5	0.085	0.55	5
9.3	0.43	0.44	1.9	3.28	9.5	0.085	0.55	5
8.0	0.42	0.32	2.5	3.22	9.7	0.08	1.07	5
9.3	0.36	0.39	1.5	3.47	10.9	0.08	0.73	6
9.3	0.36	0.39	1.5	3.47	10.9	0.08	0.73	6
7.6	0.735	0.02	2.5	3.51	11.7	0.071	0.71	7
9.3	0.36	0.39	1.5	3.47	10.9	0.08	0.73	6
8.2	0.26	0.34	2.5	3.4	11.3	0.073	0.78	7
11.7	0.28	0.47	1.7	3.15	10.6	0.054000000000000006	0.67	7
6.8	0.56	0.22	1.8	3.4	11.2	0.07400000000000001	0.82	6
7.2	0.62	0.06	2.7	3.51	9.5	0.077	0.54	5
5.8	1.01	0.66	2.0	3.66	11.5	0.039	0.6	6
7.5	0.42	0.32	2.7	3.24	10.4	0.067	0.44	5
7.2	0.62	0.06	2.5	3.51	9.7	0.078	0.53	5
7.2	0.62	0.06	2.7	3.51	9.5	0.077	0.54	5
7.2	0.635	0.07	2.6	3.51	9.7	0.077	0.54	5
6.8	0.49	0.22	2.3	3.41	11.3	0.071	0.83	6
6.9	0.51	0.23	2.0	3.4	11.2	0.07200000000000001	0.84	6
6.8	0.56	0.22	1.8	3.4	11.2	0.07400000000000001	0.82	6
7.6	0.63	0.03	2.0	3.44	10.9	0.08	0.64	6
7.7	0.715	0.01	2.1	3.41	11.8	0.064	0.57	6
6.9	0.56	0.03	1.5	3.53	10.6	0.086	0.57	5
7.3	0.35	0.24	2.0	3.43	10.0	0.067	0.54	4
9.1	0.21	0.37	1.6	3.23	11.1	0.067	0.58	7
10.4	0.38	0.46	2.1	3.12	11.8	0.10400000000000001	0.65	7
8.8	0.31	0.4	2.8	3.31	11.8	0.109	0.79	7
7.1	0.47	0.0	2.2	3.4	10.9	0.067	0.58	4
7.7	0.715	0.01	2.1	3.41	11.8	0.064	0.57	6
8.8	0.61	0.19	4.0	3.22	10.0	0.094	0.5	6
7.2	0.6	0.04	2.5	3.53	9.5	0.076	0.55	5
9.2	0.56	0.18	1.6	3.15	9.9	0.078	0.49	5
7.6	0.715	0.0	2.1	3.48	11.4	0.068	0.65	6
8.4	0.31	0.29	3.1	3.22	12.0	0.19399999999999998	0.78	6
7.2	0.6	0.04	2.5	3.53	9.5	0.076	0.55	5
8.8	0.61	0.19	4.0	3.22	10.0	0.094	0.5	6
8.9	0.75	0.14	2.5	3.34	10.5	0.086	0.64	5
9.0	0.8	0.12	2.4	3.33	10.4	0.083	0.65	6
10.7	0.52	0.38	2.6	3.15	12.1	0.066	0.79	7
6.8	0.57	0.0	2.5	3.43	11.2	0.07200000000000001	0.56	6
10.7	0.9	0.34	6.6	3.22	9.3	0.11199999999999999	0.68	5
7.2	0.34	0.24	2.0	3.44	10.1	0.071	0.58	5
7.2	0.66	0.03	2.3	3.53	9.7	0.078	0.57	5
10.1	0.45	0.23	1.9	3.22	9.3	0.08199999999999999	0.65	6
7.2	0.66	0.03	2.3	3.53	9.7	0.078	0.57	5
7.2	0.63	0.03	2.2	3.53	9.8	0.08	0.58	6
7.1	0.59	0.01	2.3	3.42	10.7	0.08	0.58	6
8.3	0.31	0.39	2.4	3.31	12.5	0.078	0.77	7
7.1	0.59	0.01	2.3	3.42	10.7	0.08	0.58	6
8.3	0.31	0.39	2.4	3.31	12.5	0.078	0.77	7
8.3	1.02	0.02	3.4	3.48	11.0	0.084	0.49	3
8.9	0.31	0.36	2.6	3.4	11.8	0.055999999999999994	0.69	5
7.4	0.635	0.1	2.4	3.58	10.8	0.08	0.69	7
7.4	0.635	0.1	2.4	3.58	10.8	0.08	0.69	7
6.8	0.59	0.06	6.0	3.41	10.8	0.06	0.59	7
6.8	0.59	0.06	6.0	3.41	10.8	0.06	0.59	7
9.2	0.58	0.2	3.0	3.23	9.5	0.081	0.59	5
7.2	0.54	0.27	2.6	3.39	11.0	0.084	0.71	5
6.1	0.56	0.0	2.2	3.59	11.5	0.079	0.54	6
7.4	0.52	0.13	2.4	3.43	10.8	0.078	0.59	6
7.3	0.305	0.39	1.2	3.29	11.5	0.059000000000000004	0.52	6
9.3	0.38	0.48	3.8	3.23	13.2	0.132	0.57	6
9.1	0.28	0.46	9.0	3.18	10.9	0.114	0.6	6
10.0	0.46	0.44	2.9	3.33	12.2	0.065	0.62	6
9.4	0.395	0.46	4.6	3.27	12.2	0.094	0.64	7
7.3	0.305	0.39	1.2	3.29	11.5	0.059000000000000004	0.52	6
8.6	0.315	0.4	2.2	3.27	11.9	0.079	0.67	6
5.3	0.715	0.19	1.5	3.62	11.0	0.161	0.61	5
6.8	0.41	0.31	8.8	3.38	10.1	0.084	0.64	6
8.4	0.36	0.32	2.2	3.3	11.0	0.081	0.72	6
8.4	0.62	0.12	1.8	3.38	11.8	0.07200000000000001	0.89	6
9.6	0.41	0.37	2.3	3.24	10.5	0.091	0.56	5
8.4	0.36	0.32	2.2	3.3	11.0	0.081	0.72	6
8.4	0.62	0.12	1.8	3.38	11.8	0.07200000000000001	0.89	6
6.8	0.41	0.31	8.8	3.38	10.1	0.084	0.64	6
8.6	0.47	0.27	2.3	3.18	11.2	0.055	0.8	5
8.6	0.22	0.36	1.9	3.47	11.0	0.064	0.87	7
9.4	0.24	0.33	2.3	3.47	10.2	0.061	0.9	6
8.4	0.67	0.19	2.2	3.2	9.2	0.09300000000000001	0.59	4
8.6	0.47	0.27	2.3	3.18	11.2	0.055	0.8	5
8.7	0.33	0.38	3.3	3.3	12.0	0.063	0.73	7
6.6	0.61	0.01	1.9	3.69	10.5	0.08	0.73	5
7.4	0.61	0.01	2.0	3.48	9.8	0.07400000000000001	0.65	5
7.6	0.4	0.29	1.9	3.45	9.5	0.078	0.59	6
7.4	0.61	0.01	2.0	3.48	9.8	0.07400000000000001	0.65	5
6.6	0.61	0.01	1.9	3.69	10.5	0.08	0.73	5
8.8	0.3	0.38	2.3	3.39	11.8	0.06	0.72	6
8.8	0.3	0.38	2.3	3.39	11.8	0.06	0.72	6
12.0	0.63	0.5	1.4	3.07	10.4	0.071	0.6	4
7.2	0.38	0.38	2.8	3.34	12.9	0.068	0.72	7
6.2	0.46	0.17	1.6	3.61	11.4	0.073	0.54	5
9.6	0.33	0.52	2.2	3.36	12.4	0.07400000000000001	0.76	7
9.9	0.27	0.49	5.0	3.19	12.5	0.08199999999999999	0.52	7
10.1	0.43	0.4	2.6	3.22	10.0	0.092	0.64	7
9.8	0.5	0.34	2.3	3.24	9.7	0.094	0.6	7
8.3	0.3	0.49	3.8	3.27	12.1	0.09	0.64	7
10.2	0.44	0.42	2.0	3.14	11.1	0.071	0.79	7
10.2	0.44	0.58	4.1	3.29	12.0	0.092	0.99	7
8.3	0.28	0.48	2.1	3.26	12.4	0.09300000000000001	0.62	7
8.9	0.12	0.45	1.8	3.41	11.9	0.075	0.76	7
8.9	0.12	0.45	1.8	3.41	11.9	0.075	0.76	7
8.9	0.12	0.45	1.8	3.41	11.9	0.075	0.76	7
8.3	0.28	0.48	2.1	3.26	12.4	0.09300000000000001	0.62	7
8.2	0.31	0.4	2.2	3.31	11.2	0.057999999999999996	0.68	7
10.2	0.34	0.48	2.1	3.2	12.1	0.052000000000000005	0.69	7
7.6	0.43	0.4	2.7	3.44	12.2	0.08199999999999999	0.54	6
8.5	0.21	0.52	1.9	3.36	10.4	0.09	0.67	5
9.0	0.36	0.52	2.1	3.31	11.3	0.111	0.62	6
9.5	0.37	0.52	2.0	3.29	11.1	0.08800000000000001	0.58	6
6.4	0.57	0.12	2.3	3.47	11.3	0.12	0.71	7
8.0	0.59	0.05	2.0	3.36	10.0	0.08900000000000001	0.61	5
8.5	0.47	0.27	1.9	3.16	11.1	0.057999999999999996	0.85	6
7.1	0.56	0.14	1.6	3.27	9.3	0.078	0.62	5
6.6	0.57	0.02	2.1	3.38	9.5	0.115	0.69	5
8.8	0.27	0.39	2.0	3.15	11.2	0.1	0.69	6
8.5	0.47	0.27	1.9	3.16	11.1	0.057999999999999996	0.85	6
8.3	0.34	0.4	2.4	3.34	11.0	0.065	0.86	6
9.0	0.38	0.41	2.4	3.13	11.9	0.10300000000000001	0.58	7
8.5	0.66	0.2	2.1	3.13	9.2	0.09699999999999999	0.48	5
9.0	0.4	0.43	2.4	3.2	12.2	0.068	0.6	6
6.7	0.56	0.09	2.9	3.46	10.2	0.079	0.61	5
10.4	0.26	0.48	1.9	3.33	10.9	0.066	0.87	6
10.4	0.26	0.48	1.9	3.33	10.9	0.066	0.87	6
10.1	0.38	0.5	2.4	3.22	11.6	0.10400000000000001	0.65	7
8.5	0.34	0.44	1.7	3.52	10.7	0.079	0.63	5
8.8	0.33	0.41	5.9	3.3	12.1	0.073	0.62	7
7.2	0.41	0.3	2.1	3.44	9.4	0.083	0.52	5
7.2	0.41	0.3	2.1	3.44	9.4	0.083	0.52	5
8.4	0.59	0.29	2.6	3.15	9.1	0.109	0.5	5
7.0	0.4	0.32	3.6	3.28	11.3	0.061	0.49	7
12.2	0.45	0.49	1.4	3.13	10.4	0.075	0.63	5
9.1	0.5	0.3	1.9	3.32	10.5	0.065	0.71	6
9.5	0.86	0.26	1.9	3.25	10.0	0.079	0.62	5
7.3	0.52	0.32	2.1	3.34	12.9	0.07	0.82	6
9.1	0.5	0.3	1.9	3.32	10.5	0.065	0.71	6
12.2	0.45	0.49	1.4	3.13	10.4	0.075	0.63	5
7.4	0.58	0.0	2.0	3.45	11.3	0.064	0.58	6
9.8	0.34	0.39	1.4	3.19	11.4	0.066	0.55	7
7.1	0.36	0.3	1.6	3.44	9.4	0.08	0.5	5
7.7	0.39	0.12	1.7	3.16	9.4	0.09699999999999999	0.49	5
9.7	0.295	0.4	1.5	3.14	10.9	0.073	0.51	6
7.7	0.39	0.12	1.7	3.16	9.4	0.09699999999999999	0.49	5
7.1	0.34	0.28	2.0	3.45	9.4	0.08199999999999999	0.48	5
6.5	0.4	0.1	2.0	3.36	9.4	0.076	0.48	6
7.1	0.34	0.28	2.0	3.45	9.4	0.08199999999999999	0.48	5
10.0	0.35	0.45	2.5	3.15	9.4	0.092	0.43	5
7.7	0.6	0.06	2.0	3.39	10.1	0.079	0.62	6
5.6	0.66	0.0	2.2	3.71	12.8	0.087	0.63	7
5.6	0.66	0.0	2.2	3.71	12.8	0.087	0.63	7
8.9	0.84	0.34	1.4	3.12	9.1	0.05	0.48	6
6.4	0.69	0.0	1.65	3.47	12.9	0.055	0.53	6
7.5	0.43	0.3	2.2	3.44	11.5	0.062	0.72	7
9.9	0.35	0.38	1.5	3.26	10.6	0.057999999999999996	0.82	7
9.1	0.29	0.33	2.05	3.26	11.7	0.063	0.84	7
6.8	0.36	0.32	1.8	3.36	12.8	0.067	0.55	7
8.2	0.43	0.29	1.6	3.25	10.3	0.081	0.54	5
6.8	0.36	0.32	1.8	3.36	12.8	0.067	0.55	7
9.1	0.29	0.33	2.05	3.26	11.7	0.063	0.84	7
9.1	0.3	0.34	2.0	3.26	11.7	0.064	0.84	7
8.9	0.35	0.4	3.6	3.23	12.0	0.11	0.7	7
9.6	0.5	0.36	2.8	3.18	10.9	0.11599999999999999	0.68	5
8.9	0.28	0.45	1.7	3.25	12.3	0.067	0.55	7
8.9	0.32	0.31	2.0	3.17	10.4	0.08800000000000001	0.55	6
7.7	1.005	0.15	2.1	3.23	10.0	0.102	0.48	5
7.5	0.71	0.0	1.6	3.38	10.0	0.092	0.58	6
8.0	0.58	0.16	2.0	3.22	11.2	0.12	0.58	6
10.5	0.39	0.46	2.2	3.06	11.4	0.075	0.84	6
8.9	0.38	0.4	2.2	3.27	12.6	0.068	0.75	7
8.0	0.18	0.37	0.9	2.89	12.7	0.049	0.44	6
8.0	0.18	0.37	0.9	2.89	12.7	0.049	0.44	6
7.0	0.5	0.14	1.8	3.53	10.4	0.078	0.61	5
11.3	0.36	0.66	2.4	3.2	11.9	0.12300000000000001	0.53	6
11.3	0.36	0.66	2.4	3.2	11.9	0.12300000000000001	0.53	6
7.0	0.51	0.09	2.1	3.35	10.5	0.062	0.54	5
8.2	0.32	0.42	2.3	3.27	12.3	0.098	0.55	6
7.7	0.58	0.01	1.8	3.32	10.5	0.08800000000000001	0.56	7
8.6	0.83	0.0	2.8	3.33	10.4	0.095	0.6	6
7.9	0.31	0.32	1.9	3.41	12.6	0.066	0.56	6
6.4	0.795	0.0	2.2	3.49	11.6	0.065	0.52	5
7.2	0.34	0.21	2.5	3.37	10.1	0.075	0.54	6
7.7	0.58	0.01	1.8	3.32	10.5	0.08800000000000001	0.56	7
7.1	0.59	0.0	2.1	3.42	11.5	0.091	0.55	7
7.3	0.55	0.01	1.8	3.35	11.0	0.09300000000000001	0.58	7
8.1	0.82	0.0	4.1	3.36	9.6	0.095	0.53	5
7.5	0.57	0.08	2.6	3.3	10.4	0.08900000000000001	0.59	6
8.9	0.745	0.18	2.5	3.2	9.7	0.077	0.47	6
10.1	0.37	0.34	2.4	3.17	10.6	0.085	0.65	7
7.6	0.31	0.34	2.5	3.22	12.5	0.08199999999999999	0.59	7
7.3	0.91	0.1	1.8	3.35	9.2	0.07400000000000001	0.56	5
8.7	0.41	0.41	6.2	3.24	12.6	0.078	0.77	7
8.9	0.5	0.21	2.2	3.33	11.1	0.08800000000000001	0.83	6
7.4	0.965	0.0	2.2	3.58	10.2	0.08800000000000001	0.67	5
6.9	0.49	0.19	1.7	3.38	9.8	0.079	0.64	6
8.9	0.5	0.21	2.2	3.33	11.1	0.08800000000000001	0.83	6
9.5	0.39	0.41	8.9	3.29	10.9	0.069	0.81	7
6.4	0.39	0.33	3.3	3.36	12.2	0.046	0.62	6
6.9	0.44	0.0	1.4	3.32	11.4	0.07	0.58	6
7.6	0.78	0.0	1.7	3.31	10.7	0.076	0.62	6
7.1	0.43	0.17	1.8	3.49	10.4	0.08199999999999999	0.64	5
9.3	0.49	0.36	1.7	3.27	10.9	0.081	0.78	6
9.3	0.5	0.36	1.8	3.27	10.8	0.084	0.77	6
7.1	0.43	0.17	1.8	3.49	10.4	0.08199999999999999	0.64	5
8.5	0.46	0.59	1.4	3.03	9.2	0.414	1.34	5
5.6	0.605	0.05	2.4	3.56	12.9	0.073	0.55	5
8.3	0.33	0.42	2.3	3.38	12.7	0.07	0.77	7
8.2	0.64	0.27	2.0	3.13	9.1	0.095	0.62	6
8.2	0.64	0.27	2.0	3.13	9.1	0.095	0.62	6
8.9	0.48	0.53	4.0	3.21	12.1	0.10099999999999999	0.59	7
7.6	0.42	0.25	3.9	3.15	9.1	0.10400000000000001	0.57	5
9.9	0.53	0.57	2.4	3.19	11.6	0.09300000000000001	0.76	7
8.9	0.48	0.53	4.0	3.21	12.1	0.10099999999999999	0.59	7
11.6	0.23	0.57	1.8	3.14	9.9	0.07400000000000001	0.7	6
9.1	0.4	0.5	1.8	3.21	12.5	0.071	0.69	8
8.0	0.38	0.44	1.9	3.3	11.4	0.098	0.64	6
10.2	0.29	0.65	2.4	3.22	11.8	0.075	0.63	6
8.2	0.74	0.09	2.0	3.28	11.8	0.067	0.57	6
7.7	0.61	0.18	2.4	3.29	10.2	0.083	0.6	6
6.6	0.52	0.08	2.4	3.4	12.5	0.07	0.72	7
11.1	0.31	0.53	2.2	3.02	10.9	0.06	0.83	7
11.1	0.31	0.53	2.2	3.02	10.9	0.06	0.83	7
8.0	0.62	0.35	2.8	3.31	10.8	0.086	0.62	5
9.3	0.33	0.45	1.5	3.18	11.1	0.057	0.89	7
7.5	0.77	0.2	8.1	3.2	9.2	0.098	0.58	5
7.2	0.35	0.26	1.8	3.4	9.5	0.083	0.58	6
8.0	0.62	0.33	2.7	3.31	10.7	0.08800000000000001	0.58	6
7.5	0.77	0.2	8.1	3.2	9.2	0.098	0.58	5
9.1	0.25	0.34	2.0	3.44	10.2	0.071	0.86	7
9.9	0.32	0.56	2.0	3.15	11.4	0.073	0.73	6
8.6	0.37	0.65	6.4	3.27	11.0	0.08	0.58	5
8.6	0.37	0.65	6.4	3.27	11.0	0.08	0.58	5
7.9	0.3	0.68	8.3	3.01	12.3	0.05	0.51	7
10.3	0.27	0.56	1.4	3.16	11.8	0.047	0.51	6
7.9	0.3	0.68	8.3	3.01	12.3	0.05	0.51	7
7.2	0.38	0.3	1.8	3.42	9.5	0.073	0.59	6
8.7	0.42	0.45	2.4	3.33	12.0	0.07200000000000001	0.77	6
7.2	0.38	0.3	1.8	3.42	9.5	0.073	0.59	6
6.8	0.48	0.08	1.8	3.12	9.6	0.07400000000000001	0.49	5
8.5	0.34	0.4	4.7	3.38	11.6	0.055	0.66	7
7.9	0.19	0.42	1.6	3.29	11.2	0.057	0.69	6
11.6	0.41	0.54	1.5	3.02	9.9	0.095	0.76	7
11.6	0.41	0.54	1.5	3.02	9.9	0.095	0.76	7
10.0	0.26	0.54	1.9	2.98	11.8	0.083	0.63	8
7.9	0.34	0.42	2.0	3.35	11.4	0.086	0.6	6
7.0	0.54	0.09	2.0	3.43	11.5	0.081	0.59	6
9.2	0.31	0.36	2.2	3.33	12.0	0.079	0.86	7
6.6	0.725	0.09	5.5	3.35	10.8	0.11699999999999999	0.49	6
9.4	0.4	0.47	2.5	3.15	10.5	0.087	0.5	5
6.6	0.725	0.09	5.5	3.35	10.8	0.11699999999999999	0.49	6
8.6	0.52	0.38	1.5	3.2	9.4	0.096	0.52	5
8.0	0.31	0.45	2.1	3.15	12.5	0.21600000000000003	0.81	7
8.6	0.52	0.38	1.5	3.2	9.4	0.096	0.52	5
8.4	0.34	0.42	2.1	3.11	12.4	0.07200000000000001	0.78	6
7.4	0.49	0.27	2.1	3.35	12.0	0.071	0.63	6
6.1	0.48	0.09	1.7	3.45	11.2	0.078	0.54	6
7.4	0.49	0.27	2.1	3.35	12.0	0.071	0.63	6
8.0	0.48	0.34	2.2	3.28	12.4	0.073	0.66	6
6.3	0.57	0.28	2.1	3.41	12.8	0.048	0.6	5
8.2	0.23	0.42	1.9	3.21	12.3	0.069	0.54	6
9.1	0.3	0.41	2.0	3.27	11.7	0.068	0.85	7
8.1	0.78	0.1	3.3	3.36	9.5	0.09	0.49	5
10.8	0.47	0.43	2.1	3.17	10.8	0.171	0.76	6
8.3	0.53	0.0	1.4	3.25	10.0	0.07	0.64	6
5.4	0.42	0.27	2.0	3.78	12.3	0.092	0.64	7
7.9	0.33	0.41	1.5	3.29	11.0	0.055999999999999994	0.71	6
8.9	0.24	0.39	1.6	3.12	9.5	0.07400000000000001	0.59	6
5.0	0.4	0.5	4.3	3.49	13.6	0.046	0.66	6
7.0	0.69	0.07	2.5	3.38	11.3	0.091	0.6	6
7.0	0.69	0.07	2.5	3.38	11.3	0.091	0.6	6
7.0	0.69	0.07	2.5	3.38	11.3	0.091	0.6	6
7.1	0.39	0.12	2.1	3.3	13.3	0.065	0.53	6
5.6	0.66	0.0	2.5	3.52	12.9	0.066	0.58	5
7.9	0.54	0.34	2.5	3.2	13.1	0.076	0.72	8
6.6	0.5	0.0	1.8	3.44	12.3	0.062	0.55	6
6.3	0.47	0.0	1.4	3.45	12.3	0.055	0.48	6
10.7	0.4	0.37	1.9	3.12	11.2	0.081	0.65	6
6.5	0.58	0.0	2.2	3.62	11.5	0.096	0.62	4
8.8	0.24	0.35	1.7	3.14	11.3	0.055	0.59	7
5.8	0.29	0.26	1.7	3.39	13.5	0.063	0.54	6
6.3	0.76	0.0	2.9	3.51	11.5	0.07200000000000001	0.6	6
10.0	0.43	0.33	2.7	3.22	10.0	0.095	0.68	5
10.5	0.43	0.35	3.3	3.21	10.5	0.092	0.69	6
9.1	0.6	0.0	1.9	3.18	10.4	0.057999999999999996	0.63	6
5.9	0.19	0.21	1.7	3.32	9.5	0.045	0.44	5
7.4	0.36	0.34	1.8	3.38	13.6	0.075	0.88	7
7.2	0.48	0.07	5.5	3.37	11.2	0.08900000000000001	0.68	7
8.5	0.28	0.35	1.7	3.3	11.8	0.061	0.74	7
8.0	0.25	0.43	1.7	3.38	11.9	0.067	0.6	6
10.4	0.52	0.45	2.0	3.22	11.4	0.08	0.76	6
10.4	0.52	0.45	2.0	3.22	11.4	0.08	0.76	6
7.5	0.41	0.15	3.7	3.14	9.1	0.10400000000000001	0.58	5
8.2	0.51	0.24	2.0	3.34	9.5	0.079	0.64	6
7.3	0.4	0.3	1.7	3.41	9.5	0.08	0.65	6
8.2	0.38	0.32	2.5	3.27	11.0	0.08	0.85	6
6.9	0.45	0.11	2.4	3.3	11.4	0.043	0.65	6
7.0	0.22	0.3	1.8	3.61	10.0	0.065	0.82	6
7.3	0.32	0.23	2.3	3.43	10.1	0.066	0.62	5
8.2	0.2	0.43	2.5	3.53	10.4	0.076	0.81	6
7.8	0.5	0.12	1.8	3.28	9.8	0.17800000000000002	0.87	6
10.0	0.41	0.45	6.2	3.21	11.8	0.071	0.49	7
7.8	0.39	0.42	2.0	3.39	11.6	0.086	0.66	6
10.0	0.35	0.47	2.0	3.23	12.0	0.061	0.52	6
8.2	0.33	0.32	2.8	3.3	12.8	0.067	0.76	7
6.1	0.58	0.23	2.5	3.46	12.5	0.044000000000000004	0.65	6
8.3	0.6	0.25	2.2	3.15	9.8	0.11800000000000001	0.53	5
9.6	0.42	0.35	2.1	3.23	11.1	0.083	0.66	6
6.6	0.58	0.0	2.2	3.59	11.4	0.1	0.68	6
8.3	0.6	0.25	2.2	3.15	9.8	0.11800000000000001	0.53	5
8.5	0.18	0.51	1.75	3.33	11.8	0.071	0.76	7
5.1	0.51	0.18	2.1	3.46	12.9	0.042	0.87	7
6.7	0.41	0.43	2.8	3.42	10.6	0.076	1.16	6
10.2	0.41	0.43	2.2	3.16	10.8	0.11	0.67	5
10.6	0.36	0.57	2.3	3.14	11.1	0.087	0.72	7
8.8	0.45	0.43	1.4	3.21	10.2	0.076	0.75	6
8.5	0.32	0.42	2.3	3.14	11.8	0.075	0.71	7
9.0	0.785	0.24	1.7	3.29	10.0	0.078	0.67	5
9.0	0.785	0.24	1.7	3.29	10.0	0.078	0.67	5
8.5	0.44	0.5	1.9	3.01	9.4	0.369	1.1	5
9.9	0.54	0.26	2.0	2.94	10.2	0.111	0.98	5
8.2	0.33	0.39	2.5	3.32	12.4	0.07400000000000001	0.88	7
6.5	0.34	0.27	2.8	3.21	12.0	0.067	0.56	6
7.6	0.5	0.29	2.3	3.32	11.5	0.086	0.62	6
9.2	0.36	0.34	1.6	3.2	10.5	0.062	0.67	6
7.1	0.59	0.0	2.2	3.42	10.8	0.078	0.68	6
9.7	0.42	0.46	2.1	3.27	12.3	0.07400000000000001	0.74	6
7.6	0.36	0.31	1.7	3.46	9.5	0.079	0.62	6
7.6	0.36	0.31	1.7	3.46	9.5	0.079	0.62	6
6.5	0.61	0.0	2.2	3.61	11.5	0.095	0.7	6
6.5	0.88	0.03	5.6	3.58	11.2	0.079	0.5	4
7.1	0.66	0.0	2.4	3.35	12.7	0.052000000000000005	0.66	7
5.6	0.915	0.0	2.1	3.68	11.4	0.040999999999999995	0.73	5
8.2	0.35	0.33	2.4	3.27	11.0	0.076	0.81	6
8.2	0.35	0.33	2.4	3.27	11.0	0.076	0.81	6
9.8	0.39	0.43	1.65	3.19	11.4	0.068	0.46	5
10.2	0.4	0.4	2.5	3.38	10.5	0.068	0.86	6
6.8	0.66	0.07	1.6	3.29	9.3	0.07	0.6	5
6.7	0.64	0.23	2.1	3.36	10.9	0.08	0.7	5
7.0	0.43	0.3	2.0	3.33	11.9	0.085	0.46	6
